# src K queryType(1=count,2=max) expectedResult
20566 2 2 76221
29717 1 1 5
25135 1 2 15581
38562 3 2 80483
59858 1 1 0
684 1 2 20067
8007 4 1 69488
41787 3 2 -1
5782 3 2 81147
31996 1 1 8
55186 1 2 8898
19689 3 1 15794
57320 3 2 68555
79301 3 1 396
65277 1 2 -1
20478 4 1 68974
35561 1 1 10
24395 1 1 8
34651 4 2 81575
73745 4 1 44803
21346 2 1 87
40818 4 2 81865
67428 3 2 66207
58241 1 1 1
13418 3 2 79129
55184 2 1 8388
41833 2 1 337
18402 2 2 18597
12834 3 1 54954
3883 1 2 40087
11695 4 2 81697
58481 3 2 79870
17573 1 1 3
56494 1 1 3
72420 2 2 72744
76095 1 2 37637
69224 2 1 2
54796 3 1 10100
4023 3 1 21613
36735 4 1 0
12213 4 2 81820
28460 4 1 70609
31017 1 1 2
30990 4 2 81457
7634 3 1 21649
29377 2 2 -1
65206 1 2 -1
79720 3 1 0
17273 3 2 81993
64892 4 2 -1
66267 4 2 81242
7025 2 2 63036
14961 4 2 81621
51690 3 1 4739
36135 3 1 34857
78798 2 1 4
18799 4 2 80885
23555 1 2 1129
19333 2 2 73552
69002 2 1 2
45783 4 1 50634
68126 1 2 -1
2978 4 1 76228
43626 2 1 260
37743 2 2 75247
29430 3 2 -1
55797 3 2 78369
14716 2 1 1701
1995 3 1 36836
36659 3 2 -1
74034 3 1 2773
8524 3 2 79372
60096 3 1 154
47703 4 1 69743
48591 3 2 78503
35877 3 1 0
59136 3 1 6044
78943 1 1 0
79702 1 1 1
46835 2 1 498
22923 3 2 80801
67445 4 1 17904
67619 3 1 6519
17140 3 2 75669
44512 4 2 81465
14691 1 1 2
54892 4 2 -1
33440 3 1 11116
77518 4 2 -1
63753 2 1 51
4008 1 1 13
496 4 2 81947
23212 2 2 72883
9884 2 2 73528
49810 3 2 79789
73166 3 2 -1
25218 2 1 130
32975 2 1 0
1883 3 2 79518
64170 2 2 64181
23238 4 1 77155
62999 4 1 40844
70467 4 1 55041
26411 1 1 25
29181 2 1 164
72089 3 2 72088
72666 2 1 14
71325 3 1 1545
17529 3 1 8440
7548 1 1 3
51016 1 1 2
67945 1 1 3
34229 3 1 550
35036 3 1 12632
39322 4 2 80512
51667 4 2 80533
51468 3 1 11458
63138 1 2 80422
17671 1 1 1
31645 2 1 352
6922 2 2 65500
57256 2 2 57266
69506 4 1 0
27843 3 1 8747
63985 4 1 56194
30346 1 1 3
53526 4 2 80982
33583 4 1 63856
33690 2 1 8
14925 4 1 79028
20108 4 1 54371
5355 2 2 67846
54471 2 2 69938
53739 1 2 8206
23241 3 1 14407
20895 4 2 81823
55324 1 2 8987
65453 2 1 36
8252 1 2 53862
23365 3 2 80415
28523 2 1 297
48888 1 1 1
50110 1 2 32122
56194 2 2 72781
29550 2 2 75126
2970 4 1 78874
49177 3 1 7105
71200 2 1 37
14126 3 1 59321
79303 4 1 8596
67061 1 1 1
56344 1 2 9431
75582 4 1 1288
44876 4 1 60447
38725 4 2 80914
53380 1 2 8083
42459 3 1 22741
36163 4 2 80250
65149 3 1 309
19476 1 2 44776
69050 3 1 6033
7507 2 1 4001
50529 3 2 -1
54176 2 2 73815
4414 3 1 29443
62137 2 2 80296
38665 3 2 67805
17500 1 1 25
65018 1 2 30757
5745 4 1 78771
28451 4 1 73881
61536 3 1 9720
19781 2 2 71411
18325 1 2 -1
73469 1 2 29322
72010 4 1 18591
1843 2 1 2875
16059 2 1 385
40768 4 1 0
13273 2 2 68038
73048 4 1 0
45510 2 1 277
70649 4 2 81772
45913 1 2 9614
65037 2 2 65036
62389 3 2 -1
8656 2 2 79373
28690 2 1 14
71240 4 1 16849
77711 2 1 15
39023 2 1 282
80522 3 1 24
7960 3 2 81370
17821 1 1 2
62524 4 1 66622
46433 1 2 5386
79364 2 1 0
62643 4 2 -1
30531 1 1 12
12380 2 1 2857
30857 4 2 80524
28393 1 1 4
57609 2 2 71468
58480 1 2 10650
55486 3 2 78992
29882 3 1 10685
43826 2 1 202
51331 4 1 69026
32543 4 1 73849
27315 3 2 72709
42915 2 1 567
34157 4 1 0
69812 3 2 79206
56792 3 1 17867
64808 1 1 1
17629 3 2 79463
43870 3 2 80227
10588 3 1 41053
77339 2 2 42663
10599 3 1 6458
77430 4 1 19189
22149 1 2 -1
10208 3 1 0
49492 4 1 49529
46766 3 2 78135
49386 3 1 10388
59252 2 2 59257
28064 4 1 65297
8720 1 1 39
79993 4 2 78757
48926 4 2 81853
5392 2 1 9051
50385 2 2 50384
14799 4 2 80524
15052 1 2 64392
20234 4 2 81892
17274 3 1 27507
49892 2 2 78687
17920 3 1 28575
1894 2 2 73320
73527 4 1 45854
42235 4 1 59035
67865 4 1 29045
56697 3 2 76287
49044 2 1 154
569 1 2 19190
33038 1 2 2521
74466 1 2 32192
73786 3 1 132
28757 3 2 72981
79027 3 2 79172
49272 1 1 2
51455 2 2 51480
74527 1 1 1
40004 2 2 73310
39697 3 1 4007
24561 2 2 69263
55063 2 1 27
62781 2 1 3414
38596 3 1 23305
32642 3 1 29728
50867 3 2 78860
64377 4 2 80863
64303 4 1 51624
49063 3 1 13514
78343 4 1 24971
31357 3 1 21208
48697 4 2 81439
47006 4 1 67055
10686 2 1 1142
18891 4 1 66847
60719 1 1 0
36723 2 2 42237
14026 3 1 35217
33481 1 1 22
58031 2 1 319
68232 1 1 1
23457 1 2 49962
29960 3 2 81432
7910 2 2 47897
15858 3 1 43191
48700 2 2 5912
73228 4 1 0
72788 2 2 72789
11825 4 2 80084
24151 1 1 2
39051 2 1 245
73596 4 2 29617
73601 2 1 2
71468 3 2 71467
8328 2 2 8394
46638 1 2 5430
17045 2 1 820
42770 4 1 65775
24918 2 1 386
61009 2 1 205
61762 2 2 61765
28546 3 1 9060
37338 2 2 55861
78170 4 1 4083
81991 1 2 80110
52132 2 1 14
28084 4 2 81900
14179 4 1 71587
10222 2 2 57572
64068 2 1 0
51052 2 2 69313
74311 4 1 30441
47632 2 1 0
30776 2 1 100
65451 1 1 1
18895 3 2 78167
61807 3 2 80277
82027 4 1 82
20897 4 1 67944
66957 4 1 33855
7283 1 2 5706
255 1 2 15269
15487 2 1 1020
35050 1 1 1
61596 2 1 90
55032 4 2 -1
21976 4 2 81947
591 2 1 8294
2260 4 2 82123
65883 2 1 60
37211 1 2 34628
41542 2 1 120
64732 4 1 60832
35613 1 1 1
77922 2 2 77921
61993 3 1 0
76695 3 1 277
31815 3 2 77898
20044 1 2 68588
14706 3 2 79618
76464 2 1 0
10411 4 2 79819
46156 1 2 20724
69810 2 1 39
52076 2 2 -1
29714 3 2 79522
8562 1 2 13291
12026 4 2 81841
26844 4 2 81426
77502 1 1 4
63925 2 1 0
18812 2 2 79922
64230 1 2 64229
40581 3 1 25648
25105 3 2 -1
69157 3 1 520
2347 3 1 58938
17110 3 2 66561
51801 4 1 45517
81147 4 2 80959
9066 4 1 77268
36575 1 2 39027
46733 4 2 81704
22553 3 2 77053
634 2 2 46685
18298 1 1 1
35999 4 1 62065
62668 3 2 77926
75783 1 2 75785
43039 4 2 81606
54989 1 1 0
58595 4 1 0
28371 3 1 27873
36157 3 1 3105
27180 1 2 72580
78616 2 1 5
56363 2 1 632
37805 2 2 37804
22703 2 1 1085
81614 4 1 435
7410 3 1 53254
34248 4 2 81452
47800 2 1 693
43663 4 1 63334
35367 1 2 18407
59894 2 1 255
51444 2 1 444
41190 3 1 9015
39759 3 2 79167
25568 4 2 81276
30099 1 2 73754
23482 1 2 2236
30048 2 1 218
35814 3 1 15330
60204 1 2 11676
81943 3 2 79455
23052 3 2 79479
71524 3 2 80255
8680 2 2 8724
20043 4 2 80998
56892 4 1 41439
17140 1 2 66499
45210 1 2 5164
78497 4 2 -1
60692 1 1 1
16360 3 2 80890
73167 2 2 73166
60124 3 1 2904
50949 1 1 4
81301 4 1 445
75088 1 1 0
31921 3 2 77511
65350 2 1 207
49220 4 2 80792
71736 1 2 25365
78946 4 1 875
10564 1 1 6
49725 3 1 24245
59940 2 1 81
10265 2 2 64455
62471 1 1 0
62979 1 1 0
46104 3 1 10312
6050 1 1 33
8484 1 2 8476
53678 4 1 0
35361 4 1 69527
26519 4 1 58093
55781 2 2 55786
27370 4 1 64603
7971 2 2 78677
25651 3 2 71907
23446 4 1 76366
75179 4 1 555
3932 1 1 90
67965 1 1 1
10510 2 2 79510
72683 4 1 0
72254 4 1 55291
13782 1 1 8
65587 3 1 1
78004 1 2 65661
72746 3 1 2592
6057 4 1 77218
27268 3 1 23911
23259 4 1 0
34293 2 2 75714
50430 2 2 55669
40642 2 1 31
26309 3 1 33202
69000 4 2 80475
65049 2 1 37
23880 4 2 82055
1502 1 1 1
75838 3 1 0
27425 1 1 6
67396 3 1 3194
17106 4 1 79991
32599 3 1 29675
75706 1 1 0
51364 1 1 0
64912 2 1 0
78210 3 2 -1
81588 3 2 81587
10567 4 1 76593
319 2 1 608
4791 1 2 42305
74387 1 1 1
21300 1 1 2
50945 2 1 627
61901 4 2 82012
63115 2 1 50
27676 3 2 72858
45440 4 1 64578
62904 3 1 0
65169 4 2 -1
82015 1 1 0
59622 4 1 61532
73973 3 2 71467
24028 1 2 71118
38015 1 2 76194
76394 4 1 21044
80722 2 1 2
25230 3 1 0
41722 4 1 60924
40159 1 2 3907
5239 1 2 45580
50886 1 2 6500
34674 2 2 -1
29739 2 2 46759
14497 1 1 11
59254 2 2 78403
69385 1 2 20930
33826 3 2 80514
50100 4 1 59321
4359 2 2 50605
64450 2 1 109
72790 3 2 77698
2093 3 2 31687
40985 2 1 149
17718 2 1 302
62598 3 2 80354
46622 2 1 202
11419 1 2 125
30866 1 1 7
5674 3 2 81072
66446 1 2 -1
26651 3 2 80245
63350 1 1 1
39713 1 2 32652
22185 4 1 68684
52107 2 1 9
17563 2 2 80815
69072 2 1 58
50131 4 1 59808
58715 1 2 -1
15957 4 2 81377
46008 1 2 17476
32875 1 1 1
1626 4 1 79062
71765 2 1 130
38311 1 2 10640
43371 4 2 81774
9465 4 1 72011
65250 2 1 205
46023 3 1 3361
16427 1 2 65833
79012 4 1 2
78672 4 1 0
60289 3 2 80582
50912 2 2 78865
31403 4 1 61902
10360 1 2 47879
48791 2 2 -1
12300 3 2 80065
27209 4 2 81339
20927 4 2 82059
9032 3 2 80716
40731 2 1 725
53767 1 1 1
72302 4 1 42089
25102 2 1 71
25714 4 2 81640
2552 4 2 82082
79810 1 1 1
68344 3 1 5784
45028 4 2 -1
55248 2 2 -1
45530 2 2 80626
63042 4 2 81046
62142 1 2 80298
79782 3 2 79786
50708 2 2 50759
13470 1 2 206
79082 2 1 7
62028 1 2 13352
52104 1 1 1
6630 3 2 81800
15701 4 2 80623
40438 2 1 45
42244 1 2 4749
69863 2 2 41842
73150 2 2 73152
41011 4 2 80973
48692 1 1 2
29714 3 2 79522
1652 2 1 7028
18740 3 2 55170
16569 1 2 38900
79120 4 2 -1
78047 4 2 -1
6163 4 2 81910
16065 4 1 70739
48348 3 2 78462
20229 4 1 77624
49713 2 2 62752
40391 4 2 80996
59405 1 1 1
53031 2 2 68120
77007 1 1 2
21071 3 1 14406
58445 4 1 74243
54816 4 2 79589
3060 3 2 81612
77830 4 2 77833
47042 3 1 21139
26325 2 2 61148
14551 4 1 71530
15141 2 2 72549
62751 1 1 1
22725 4 1 44111
75060 4 1 3947
77850 2 2 47772
43372 3 2 77502
71158 1 1 2
1949 1 1 23
31912 4 1 57297
44387 2 1 435
45592 2 2 53962
42595 2 1 2249
33298 2 2 33297
14456 4 1 76502
37924 1 2 76165
9228 3 1 31049
7432 4 2 81794
71725 4 1 20015
30226 3 2 79847
18013 3 1 14541
70375 2 2 72917
557 3 2 78079
47700 3 2 -1
24578 4 1 69480
57500 3 2 76297
63394 3 1 5327
65355 3 2 -1
70202 3 1 4358
43246 2 1 253
2654 3 1 5674
34928 1 2 33671
30552 1 1 2
47037 3 2 78275
43563 2 2 73626
74469 2 2 32207
25816 3 2 72000
26819 2 2 69980
8798 4 2 81877
32747 3 2 74690
21182 1 2 37467
11085 1 1 2
18452 3 2 80836
8120 2 1 3188
18170 4 2 81932
9649 3 2 79553
59258 2 2 59260
43147 1 2 4849
76215 2 2 76214
10985 4 2 81802
4861 3 1 61022
51928 1 2 -1
42923 4 1 69404
47396 1 2 5588
71160 2 1 28
8176 2 1 6410
12941 2 1 1953
44859 3 2 80817
40076 4 1 48094
6021 3 2 79509
39807 2 2 49908
50355 4 2 81419
44732 4 2 80556
7904 2 2 7959
55096 3 2 78111
3093 3 2 81612
62636 3 1 6768
13280 4 2 78949
60695 2 1 0
25765 1 1 23
38057 2 1 0
15025 2 1 3942
55797 4 1 60444
4830 3 1 59048
76025 1 1 0
62040 1 1 5
64648 3 2 80565
35690 3 1 9341
57923 1 1 1
67904 2 2 67916
29203 1 1 1
45667 4 2 81832
9862 4 2 79696
75948 3 1 1651
57560 4 2 79755
28415 4 2 81388
53214 2 1 0
57003 4 2 81846
40308 1 1 0
65408 1 1 1
5695 1 2 47833
23382 4 2 81179
2366 4 1 78794
6764 1 2 51789
61836 4 2 82012
16292 2 1 77
20939 1 1 12
56440 3 2 77203
52805 1 2 7793
49648 1 2 78646
31688 3 1 5112
32470 1 2 66465
57207 2 1 662
22072 3 1 26091
37132 2 1 12
17861 3 2 79887
4960 2 2 75981
31126 2 1 77
17883 3 2 79845
16979 3 2 78688
66266 1 2 80743
2243 4 2 80785
56381 3 2 71567
80636 3 2 80637
66483 2 2 -1
33525 3 1 14695
44348 4 2 80518
64236 2 2 64241
18677 1 2 67717
908 4 2 81840
35079 1 2 2830
49323 1 1 2
46105 1 2 7015
57819 4 2 81376
53281 4 2 81794
66351 3 1 0
58097 2 2 70730
36007 3 1 9721
8272 1 2 37251
57183 2 1 133
73277 2 1 9
58150 3 1 5191
64471 4 1 0
18907 4 2 81572
48487 3 2 78484
45761 2 1 0
33387 3 1 47252
21256 3 2 69621
5594 1 1 10
54698 2 1 55
16191 4 1 0
10529 4 2 81999
43158 3 1 8331
25976 1 1 0
62821 4 1 58339
55665 3 1 8067
64814 2 1 22
77188 1 1 2
53365 1 2 8949
28180 4 2 81385
75899 2 1 11
3465 4 2 82122
25198 1 1 4
38515 4 1 71015
27898 4 1 71807
62613 4 2 80175
47003 3 1 8576
46246 2 1 215
53061 4 2 -1
76439 1 1 0
52800 2 1 6
18040 1 2 67305
246 2 1 12887
3339 3 1 43603
19394 4 1 70376
77722 4 2 80348
4395 3 1 28103
65078 4 1 72162
3841 1 2 39959
55773 1 1 1
71596 4 1 0
4300 3 2 79663
5487 3 2 80958
76816 4 1 12388
9915 3 2 76484
10547 2 2 66838
2459 1 1 1
50870 2 2 59967
50460 3 2 80996
38247 4 2 81472
35577 2 1 504
49684 4 2 79073
25474 4 1 53219
67005 1 1 1
72828 2 2 -1
55152 2 2 42357
72467 1 2 -1
25772 4 1 69042
59004 2 1 20
260 1 1 3
78971 1 2 51392
63688 2 2 -1
20754 2 2 73994
27920 4 1 66076
24016 3 1 15253
74092 1 2 31136
20102 2 1 0
54333 3 1 0
46099 3 1 0
75481 3 1 460
69767 1 2 21511
39426 1 1 3
75166 1 2 34286
49817 1 2 78676
42017 1 2 77161
79991 3 1 34
36776 1 1 5
6655 3 2 80801
78563 3 2 57756
33289 4 1 68566
61687 4 2 -1
72115 4 1 48965
4781 1 2 12203
51550 3 1 20370
76579 2 2 -1
17101 3 1 35231
18932 2 2 78664
52802 2 2 7792
25362 3 2 81265
33717 1 2 2604
23016 1 1 2
60287 3 1 0
42607 2 2 67298
29986 3 2 73708
57771 2 2 79801
14690 4 1 71432
10956 4 2 82067
36533 3 1 7201
56234 4 1 51555
56901 4 2 81556
66266 1 1 3
69715 4 1 58426
37570 2 2 -1
72298 4 2 80998
23434 4 2 81519
66202 1 2 16865
79599 2 1 4
47445 3 1 32900
74965 4 1 20779
48621 2 1 212
37997 1 1 15
31704 3 2 75714
63291 4 1 56303
2526 3 2 80502
6574 2 1 1391
72793 4 2 80505
77338 1 2 42661
28133 4 1 75486
50908 3 1 38030
51458 2 1 510
55415 4 1 0
54399 3 1 11513
22191 1 1 5
75257 2 2 -1
51097 4 1 66295
70022 3 2 76823
49997 1 2 78710
61032 4 2 -1
81455 4 1 14321
18030 4 2 -1
73551 1 2 29499
47653 1 2 -1
64559 2 1 0
4131 1 2 29065
47147 4 2 81830
19171 2 1 0
55692 2 1 963
61344 1 2 80216
21326 2 1 1743
30788 1 2 2263
33071 4 2 81137
70560 4 1 14408
57492 3 1 0
35399 4 1 55710
57439 4 2 -1
2369 4 2 81988
528 3 1 48745
18047 1 2 21305
13919 3 1 35825
80792 2 2 66690
74420 3 2 78201
71486 1 2 41710
21946 1 1 31
22161 3 2 81379
8463 2 1 286
61009 3 1 6951
41552 4 2 80227
71942 2 2 71944
13733 4 1 79569
26926 4 1 71239
36394 3 1 0
28287 1 1 2
73567 4 1 33503
6765 3 2 78892
10807 1 1 28
57944 1 2 34190
22658 2 2 75359
34986 3 2 81584
50304 1 1 0
39986 4 1 71557
66151 3 1 8316
38745 4 1 54101
10681 1 2 58566
54933 4 2 80518
944 2 1 4973
39846 3 1 14980
32596 4 2 81501
6907 4 1 69220
25009 3 2 80634
35725 1 2 2914
28767 4 2 81400
24102 4 2 80923
67438 4 1 45521
75726 2 2 81607
27690 3 2 69308
67546 2 1 12
26467 3 1 18500
36978 3 1 0
47606 3 1 11692
73414 2 1 48
48115 3 2 78414
54607 3 1 5865
54921 2 1 44
40148 1 2 3903
8888 3 2 79438
42197 3 1 13297
24474 2 1 1740
36355 4 1 55918
73903 3 2 81448
75675 3 1 1302
35285 2 2 75464
32624 1 2 27050
27956 3 2 73023
42443 1 2 10286
65464 4 1 45954
56880 2 1 50
42460 1 1 5
15 2 2 48232
81541 1 1 2
31876 4 1 67816
14817 3 2 79834
48432 1 2 5831
20504 1 2 35353
21050 1 2 21079
13587 2 1 3398
51921 4 1 46472
6840 3 2 52787
31440 4 1 0
2389 1 2 31405
66299 2 2 80745
39023 2 2 78195
53950 2 2 61004
76054 2 2 76056
61742 4 1 55342
45215 2 2 45228
55476 2 2 27969
59768 4 2 81409
46229 4 1 58880
62583 4 1 58761
72969 1 1 1
37594 1 1 24
28190 2 2 68473
73177 1 2 28461
70592 4 2 73897
17241 4 1 38788
74248 2 1 0
81196 4 1 1270
42220 3 2 81778
36373 1 2 -1
2016 3 2 76390
46309 3 2 80795
15748 4 1 76622
11826 1 1 11
34129 1 2 4956
23490 4 2 81184
75017 1 1 2
61877 3 1 2101
69072 2 1 58
62963 4 1 0
54567 4 1 66218
55059 4 1 58459
47109 4 1 71635
42749 1 1 18
74534 2 2 60534
51818 3 2 72390
57748 4 1 45288
63226 2 2 63228
28525 4 1 56446
34980 2 2 35054
8078 3 2 78980
48704 2 1 186
868 4 1 73325
81578 1 2 81577
21246 2 1 199
34512 1 1 0
77395 2 1 23
70959 2 1 12
42485 2 2 42626
50665 1 2 29947
21038 3 2 80866
14325 1 2 32759
17996 4 2 80842
45211 2 1 29
824 1 2 405
66617 2 2 -1
16876 1 1 42
73802 4 1 0
78413 3 1 294
26598 4 1 68612
69852 3 2 76206
9695 3 1 49522
60635 4 2 80848
1214 1 1 53
44406 2 2 44411
15977 4 2 80662
57874 3 1 8809
25538 3 2 -1
56241 2 2 -1
60481 1 1 2
63328 2 2 70241
11881 1 2 46186
37177 3 2 78333
26119 1 1 3
27915 1 2 1761
44989 3 2 77833
46553 1 2 21092
17881 4 2 81347
69306 3 2 69305
9088 3 1 50284
55041 1 1 2
81397 2 2 -1
47249 3 1 4478
46365 2 1 686
1620 4 2 81793
2882 1 1 51
24524 2 2 24531
15861 4 2 81692
54261 4 2 81408
74135 4 1 36970
49831 2 2 49849
29520 2 1 1653
27350 2 2 77052
63865 1 2 14442
62345 4 1 47377
14988 4 1 75343
39107 3 2 76540
68476 2 2 73863
77798 1 1 0
44420 3 2 77708
40498 4 2 -1
72358 2 2 -1
25968 1 2 72034
63220 4 1 52313
5738 3 1 57453
73633 1 1 1
8253 2 2 45615
50969 1 2 18880
44411 1 2 5014
1454 3 2 80989
3192 1 1 2
81311 3 1 15
80781 4 2 80783
27002 4 1 50415
30482 4 1 71458
50126 2 1 242
75350 2 1 18
52482 2 1 390
30121 3 2 -1
34722 4 2 81928
42000 4 2 80863
30614 2 2 70376
71543 3 1 150
67612 3 1 0
16292 3 1 10126
30383 2 1 1007
39028 4 2 81564
4841 1 2 43097
26918 2 1 215
17443 3 1 36704
31976 4 2 81874
53744 2 2 53745
8108 4 1 79590
32210 3 2 74672
65516 3 1 0
4889 2 1 4376
31971 4 2 81489
37958 4 2 81646
46870 1 1 2
67203 1 2 -1
57619 4 1 50778
37890 2 2 37894
11217 4 2 82067
20654 3 1 25730
42903 1 1 7
1218 1 1 6
30105 3 1 7060
65063 4 2 81116
18226 3 1 13341
58215 3 1 10235
38278 1 2 38277
73079 3 1 5354
31740 2 2 41301
79311 2 2 54294
27632 2 2 72838
33431 1 2 60169
38485 1 1 11
16101 4 2 81811
51897 1 2 -1
45924 2 1 0
37170 4 1 75743
65930 4 2 81380
62188 1 2 80304
26673 4 1 73081
57287 2 1 134
75351 4 1 42628
33541 4 2 81767
80739 4 1 0
58942 4 2 81976
24509 1 2 37990
26898 2 2 26907
62948 1 1 1
5506 2 1 1392
28231 2 2 60536
13515 4 1 75394
16600 1 2 32051
69310 2 2 69313
28853 2 1 1101
4478 1 1 137
40134 4 1 0
70897 4 2 79896
21730 2 2 -1
55746 4 2 81790
36818 2 2 -1
18688 1 2 40491
67592 1 1 0
9416 3 1 34377
8584 4 1 76531
18830 2 1 490
77066 4 1 0
21395 3 1 16454
2631 2 1 119
35447 3 1 7781
26014 2 2 42426
50278 4 1 45195
59258 4 1 63463
59300 4 1 35551
43923 1 1 3
2395 2 2 74195
15779 1 1 25
7111 4 1 69220
72328 4 1 23705
52703 2 2 52708
4096 4 1 76484
75012 3 1 0
77120 2 1 0
77975 4 2 81034
32963 1 2 2512
15330 3 1 49539
3212 4 2 77205
1080 4 2 81834
46815 3 2 78143
63593 1 1 3
3736 3 2 75942
34019 3 2 -1
36820 2 2 36839
65807 3 1 0
24220 4 1 0
42425 4 1 74092
76815 1 2 40212
39809 4 1 0
10857 2 1 9232
16995 2 1 2479
18240 4 1 69587
75752 2 2 36249
46111 4 1 43721
80974 2 2 82078
12211 2 1 413
3646 4 2 82050
42816 1 1 5
51048 4 1 69230
1778 1 2 28092
70726 1 2 -1
27289 1 2 39819
74822 2 1 55
7758 2 1 1442
23437 2 2 69228
9854 1 1 208
17349 1 1 20
34296 1 2 75170
78824 2 2 50652
39293 3 1 29686
46116 2 1 20
30215 3 1 29187
37260 4 1 55384
80731 2 2 66132
29605 4 2 81559
37569 4 1 42302
5400 4 2 -1
39015 2 2 77858
14974 2 1 243
16167 3 2 -1
43148 2 1 61
56879 3 2 77899
29756 4 2 81043
11025 3 2 76652
70097 4 2 80463
75705 1 1 1
2124 1 2 398
7176 3 2 77704
64818 4 1 52509
45177 1 2 58238
997 3 2 78159
78653 4 2 79931
72976 4 2 -1
55965 1 2 -1
61517 2 2 61518
27387 3 1 5909
24945 4 2 81249
30924 1 1 3
68860 1 2 19904
80399 4 2 -1
24111 3 2 71167
63083 1 1 1
50022 4 2 81955
38038 4 1 68748
7897 2 1 3491
14892 4 1 71432
24815 1 2 71577
75088 4 1 0
14263 4 2 81830
59660 4 2 81634
41271 1 2 24366
16417 4 2 81795
33902 2 2 39870
64558 2 2 -1
23401 4 2 81812
74451 3 2 -1
1942 1 1 8
57042 1 2 79688
47024 3 2 78196
10057 2 2 10252
19995 4 1 74656
77681 3 2 61366
2673 3 2 34027
23466 3 2 -1
50406 1 1 5
13665 3 2 80396
32500 2 1 2542
45950 3 1 23464
9638 4 2 82082
13222 1 1 3
18095 3 2 71546
5375 4 2 82023
20600 3 2 79004
45097 3 1 20623
50117 4 1 61268
55309 4 1 43576
43832 1 1 3
33639 3 1 40397
66399 4 2 80256
27684 4 2 81595
77722 3 1 1159
38046 2 1 525
16997 1 1 1
40491 4 2 81758
72725 4 1 0
62919 2 1 182
21770 3 1 37442
61477 1 1 3
79453 2 2 55323
71303 3 2 -1
69051 4 1 51312
76286 4 1 3009
8076 3 2 81779
4314 3 2 79067
67551 1 1 3
35568 3 2 80955
16352 2 2 65777
45650 3 1 0
55904 4 2 80842
16108 4 2 81060
4176 4 1 77703
54850 2 2 -1
73927 1 1 2
40667 3 2 78651
50808 4 1 59149
6611 3 1 26327
46902 1 2 -1
5271 4 2 81642
58745 1 2 -1
59119 2 2 75827
24464 1 1 2
48785 4 1 12388
18228 2 2 71166
7386 3 1 20177
75023 2 2 75032
80140 4 2 -1
68578 3 1 4210
10386 1 1 1
15225 2 2 80571
43021 4 2 82019
27378 3 1 8647
11937 3 1 31896
72322 3 1 0
45313 2 2 45314
27032 4 1 68750
61710 3 2 77270
48821 2 2 48852
76749 1 2 69968
63763 3 2 24193
49616 4 2 -1
80934 4 2 80933
68731 4 1 42893
7450 2 2 28448
50272 3 2 79952
44528 1 2 5026
76310 2 2 -1
3980 3 1 53434
50877 2 2 50885
36181 3 2 80156
22 1 1 176
32322 2 1 2719
9808 1 1 2
21725 3 1 6435
20557 2 1 964
36080 2 2 46501
57797 3 2 79806
42407 4 1 71486
76289 1 2 -1
47910 2 2 54642
65898 3 1 939
60797 4 2 -1
50637 4 2 81519
39963 4 1 29992
22463 4 1 68500
13686 4 1 68121
22787 1 2 20890
57427 2 2 57443
61086 4 1 1
63308 2 2 63309
5302 1 2 45973
908 1 2 22105
12877 4 2 81661
27313 3 2 81605
48408 4 2 81814
10534 3 1 28664
17189 4 2 81236
10967 4 2 81714
8660 4 2 81585
39823 3 1 13707
75976 1 1 1
13107 1 1 0
15954 4 2 80653
45434 4 1 70364
16462 1 2 351
52799 4 2 79119
51224 2 2 -1
55240 1 1 1
75973 2 1 8
79794 1 1 2
78513 3 2 -1
10223 3 2 80932
69392 3 2 -1
15591 3 2 81593
7970 3 1 64282
30755 4 1 53431
19416 1 1 24
46996 4 1 64894
68835 2 2 -1
11055 1 1 12
29427 1 1 8
64666 3 1 7537
10866 2 1 2113
48226 4 2 81745
26162 2 2 72120
10995 1 2 42464
34954 4 1 71791
64471 1 1 0
34227 3 1 14280
28069 3 2 74412
59201 2 1 225
81981 3 1 4
78629 1 1 1
43168 1 2 17035
54862 3 2 -1
28004 4 1 73818
60167 2 1 222
65308 2 1 55
9466 2 1 3644
15467 4 2 -1
52948 1 2 12233
31514 3 1 13523
77701 4 1 21550
59819 3 1 17071
3729 4 1 80591
62744 3 1 2857
74155 2 1 9
6955 3 2 80190
70290 2 1 1
21662 1 2 -1
1225 1 1 12
15372 1 2 64895
54240 4 1 52820
38187 2 2 65613
28475 1 2 72034
76534 4 2 -1
6858 3 1 20180
25168 4 1 70459
61455 1 1 1
54592 3 2 -1
47458 4 1 58165
16488 2 2 71548
395 2 2 66604
36059 3 2 78631
45906 1 2 5296
42628 1 1 1
51993 3 2 80617
56624 2 1 204
8539 4 2 81840
53817 3 1 1
75801 4 1 0
30624 1 2 49252
56132 2 1 162
52979 2 2 79148
63797 3 1 3885
26014 2 1 106
30028 3 2 78553
67573 2 1 34
46326 4 1 0
4123 4 2 81823
42597 3 1 32841
42719 3 2 77358
17693 2 2 52320
37697 1 2 26518
29992 2 1 92
45406 3 1 4750
12121 4 2 81867
1617 1 1 12
24276 4 1 0
55735 4 1 52227
56087 2 2 15101
60523 1 1 6
22560 3 1 34297
68149 1 1 0
57805 2 2 57804
24496 2 2 71655
3515 3 2 80159
22873 1 2 41780
69070 4 1 0
49979 2 1 255
59799 2 2 -1
21330 3 2 69653
72717 2 2 40770
27219 3 2 76033
